token,lidar_pc_token,type,agent_track_token
b'\xa3\xc2!4\xf0I_Q',b'O\x13\x8ang\xc2PP',on_stopline_traffic_light,
b'A.`\x98\x10\x98Zq',b'\xe9=\xca\xa23\x01U<',on_stopline_traffic_light,
b'\xf1\x98\x8b\x96\x88\xcbP\x92',b'\x10\xc1\xd6K\xef\x8bUD',on_stopline_traffic_light,
b'\x9a@\x95\xcd\x9a\xdd^\xcd',b'\xbfS\xf2\x91\x15lS7',on_stopline_traffic_light,
b'4\xc8\x95\x94\xcd\xe5T\xa9',b'\x8d\xa4\x89B\x91\xc9[o',on_stopline_traffic_light,
b'\x92v\xf1\x1co\xf4]t',b'Nj\x9e\xfe\xba\x1dRf',on_stopline_traffic_light,
b'\xc9(F\xe4\x81\xdfS\xb6',b'Y\x1a\xe1\x0c#\xd1]\xaf',on_stopline_traffic_light,
b'\x95\xb2\x9a\x03<\x01VI',b'Q8\x9f\xb2\xd7\xcaYE',on_stopline_traffic_light,
b'\xc4\xbe\xd2\xc1OBTp',b'\x13\x1a\xa9%\x9es^\xd1',on_stopline_traffic_light,
b'\x96\xe1\xcc)(;WW',b'\xf8+W\xbb\xb9P[\xcc',on_stopline_traffic_light,
b'?\x90\x11L\x1a\xf9\\\xbc',b'\x18\xcc\xce+\x98g\\\x0b',on_stopline_traffic_light,
b'q\xdd\xc7\xfb\x8e\xc4W\x02',b'\xef\xc1\x1c\x03qlQ7',on_stopline_traffic_light,
b'\xd3f\xe3\xbe%\xac]\xed',b'l\xdd\x16\xc2L\x0eX\xdb',on_stopline_traffic_light,
b'\xad\x10\x19\x95qv^\xd8',b'u\\\xc3\xf0\x86\xcaW\x92',on_stopline_traffic_light,
b'\x81\xa0\x90>$\xa0R\xbc',b'\xaf\xa0SoD\xb9Uf',on_stopline_traffic_light,
b'\xc0\xd21\xa7\xf2\x84QD',"b'\x84\xb4""\xb3\xd6\x86ZE'",on_stopline_traffic_light,
b'\x84>\x83\xcc\xc7\xa9R\x07',b'\x0eT\xe8\xb8\x11FP\x8f',on_stopline_traffic_light,
b'\xf4\xee\xfa/y\x90^\x84',b'B\x7f\xf0\xc9\xc7\xe8W\xa0',on_stopline_traffic_light,
b'9c\x11\x87\x9cT]\x00',b'\xf0\xf7\xcfZ\xd0\xfbQ$',on_stopline_traffic_light,
b'\xc9!\xcf\xf5\x1c\xf9\\l',b'\xff\xcd\xc2\xbf\xb5$Uo',on_stopline_traffic_light,
b'\xef\xe2k-&\xde_M',b'\x9ei\x98\xa8\xb6\xd0W%',on_stopline_traffic_light,
b'\xa8\xc4\xf1\xea{1P{',b'\xc2\x1f(\xb5\x88\xebPc',on_stopline_traffic_light,
b'\x0ei\x98\xb5\xb7\xdcX\x14',b'p~vg\x13M^^',on_stopline_traffic_light,
b'u6\xce\xfa\x14NY\x11',b'B7\x96\xf2\x15\x7fVb',on_stopline_traffic_light,
b'K\x8f\xe9\xc3\x0f%YR',b'\x8bm\xf0\xe8\x1a\x89Z\t',on_stopline_traffic_light,
b'.k\x97\x93\xceeS\x93',b'\xd7\xaeFYJ%_\x07',on_stopline_traffic_light,
b'8\xd4\xda\x10\xcc\xac[m',b'\xdep\xa7\xd6\xf8+[\x9e',on_stopline_traffic_light,
b'\x8e\xc9\xf6\xbfp\xe1X\n',b'H\x02\xa2\xa4j\xb7R\xf8',on_stopline_traffic_light,
b'0\xae=\x1fv)R<',b'9\x9c\xaa\xa0\x85\xa6R\x01',on_stopline_traffic_light,
b'\xb2*`\xd4\xf6\xdbRA',b'\xf9&\x8c\xb23\x88U\x13',on_stopline_traffic_light,
b'vn\xb9!\xa4n[\xe6',b'A<2a\t\x8eX0',on_stopline_traffic_light,
b'\xfe\xab|\xd7\x18\x0cQ\xe9',b'\xa8\xae\x16\t\xe9\xeeY8',on_stopline_traffic_light,
b'\xcfg8\x80x\x14Y\x04',b'St\xa5\x84f\x92Ri',on_stopline_traffic_light,
b'\xb4?M^\xfd\x7fZ@',"b""\x12H\xc5o'$Rs""",on_stopline_traffic_light,
b'(%\xe9\xe5uoT\x10',b'\xdd\x83}\xcf\xd2_U\xd0',on_stopline_traffic_light,
b'\x9cRs\x06g\x9dVt',b'\xe2\x97\xd4\xee\x95yXz',on_stopline_traffic_light,
b'\x92\xc9C\xe0\x9clWv',b'\x07\xb3\xf0A\x93\x10V%',on_stopline_traffic_light,
b'\x1a;\xc1\x98\xd5bV\xa7',b'\x8c\x9bO\x8b\xe8\\V\xa8',on_stopline_traffic_light,
b'c\xd6\xaf\x9e\xb7\nT\xd8',b'\xa3\x06p\x15\xdfg[\xd2',on_stopline_traffic_light,
b';F\xa8x\x18(Xj',b'\xde\x9f9\x99-\xaa_\x92',on_stopline_traffic_light,
b'\xef\xc0\x91O\x9dnX7',b'\xf1\xc0\x01\xdd\xd9{Vm',on_stopline_traffic_light,
b'\xb2+3\xc2\xa7\xef^\xa3',b'\x0fQ \x12?\xceQ\x03',on_stopline_traffic_light,
b'\xabg^\x98\xec\xeeU\x96',b'|\xb7\xf5\x1b\xd9\xa1^\xd2',on_stopline_traffic_light,
b'\xacb\xbc+\x00\x17Q\xac',b'\xaf\xd53!\xaa1Q\xdf',on_stopline_traffic_light,
b'\x86?[\x81\x07<]Z',b'*5\x0bD\x0c\x98Z\x95',on_stopline_traffic_light,
b'\x8a>\xbd\x93\xdd\x1bP\x02',b'r\x83\x01\x97\xae\x16ZP',on_stopline_traffic_light,
b'\xb3A!\x1d5\x14X\xc5',b'\x80\xc9G\xb7\xf1\xd0Q\x88',on_stopline_traffic_light,
b'I\xc1\x81\xa9\x89\x97W\x1c',b'\xa2\x17\x8b\xdb\xac{V*',on_stopline_traffic_light,
b'\xbawW\x1a\xa6.S\xcf',"b""\xa0\x97'\x85m\x05\\\xa5""",on_stopline_traffic_light,
b'\xe9\xe3\x14\xb5\xa4\xc5TT',b'\x9b\x9e\xbe5\xfe\xcc^\x06',on_stopline_traffic_light,
b'8\x0bE~\xf1\xbfQB',b'\x87]\xca!\xc0\xeaTg',on_stopline_traffic_light,
b'\xfc\xc6\x11\xe4\xe8\x85S\xd0',b'\xc2\x80\xc8\x05\xac\xc8P\xd3',on_stopline_traffic_light,
b'\xff[\xdf\x81h\x1eS\x97',"b'N""\x11\x01\x06\xb1R\x16'",on_stopline_traffic_light,
b'm\xaf\xe4\xd6\x1d\xa7X\xa8',b'_\x82\x1du\xbd\xdaZ\xcc',on_stopline_traffic_light,
b'z\x81\xa7~\x8a\xcaV\x81',b'\xc9\xf4\x1d\x98\x0b\x12W\x86',on_stopline_traffic_light,
"b""\xc4\xb2\x12\xdd'\rX\xb8""",b'\x0eq\x046\x90\xd2Y)',on_stopline_traffic_light,
"b'\x18\x97\x88\xf4,\xe3X\xdc'",b'\xc8\xb3\xe3\xee.\xe9^B',on_stopline_traffic_light,
b'!\x17\x19\xa2>0S\xcd',b'\xfd\xea\xd2\x11\xadcR\xe7',on_stopline_traffic_light,
b'\xdf\xfa\x82J\xe62_U',b'\xefM#\x00\x9d\xdeSg',on_stopline_traffic_light,
b'\xb8\x10z\xb8<\xbfX\\',b'\x96\x08\xb4\xf5\xd5\xf8_\xe6',on_stopline_traffic_light,
b'\xf8\x83!\t\xb0OT\xf8',b'I\xb8\xcb\x10\x0cK\\\xf3',on_stopline_traffic_light,
b'\xa3\xe9\xc4\xdc\\\x8cY\xae',b'\xdd\xc4\x81G!\xd2XA',on_stopline_traffic_light,
b'&\xea\x9c\x8f\xe81]6',b'\xc3\xfb\xca\xb6\x9f%V\xf5',on_stopline_traffic_light,
b'\x86\x02\x12\xacF}_\xb7',"b'\x13\xb0\xf8\x93\x85\xe1_""'",on_stopline_traffic_light,
"b'\x9b\xfa\xd2\x02\xea\xdeQ""'",b'\xe8\xabl\xcfE\xf3[A',on_stopline_traffic_light,
b'\xf0\x8e\xb1\xb6\x17\x83Y\xf6',b'\xdc\xbd\xefB\tm[6',on_stopline_traffic_light,
b'X\x95\xeb\xd61VT\xa7',b'\xa6C\xcf\x97\x99Q_C',on_stopline_traffic_light,
b'\xf3\x15iQ\xec.S^',b'\xe0#R\xcf\xf5\x00Z(',on_stopline_traffic_light,
b'\xf4u\x11\x99\x11\x1bU\xc8',b'\n\xbc\x9erI\x0f\\\xe6',on_stopline_traffic_light,
"b'""\xe7\xac\xe4[\xddQ\xdc'",b'\x87\x9e\x10\x13\x8d\xdd[\xe3',on_stopline_traffic_light,
b'\xd6\x02\x84\xa8l\xc7Y\xa2',b'%/\xb2\x11M\xf1\\\xc5',on_stopline_traffic_light,
b'1zi\x80\xe6jZ\x1e',b'\xacB\xaeQY\xa0Q\xfe',on_stopline_traffic_light,
"b'(""\xc3J\xb36Q)'",b'w\xa1\x88\x17G\x93\\\n',on_stopline_traffic_light,
b'\xb3\x97\xa3z\xd0EW\xcb',"b""l\x8b\x83\xfa'\xba]\xa8""",on_stopline_traffic_light,
b'\x0c`\xbf\x96\x16\x97Vz',b'%\xf9o\xdbONT\xff',on_stopline_traffic_light,
b'\x1b\rU\x17\xa9\xa1W\xc0',b'\xf0\x0f\x07\n>KU\xac',on_stopline_traffic_light,
b'x\xb8\xbc\x1fV\xbaU\xf0',b'F\xac\xbe\x97\x80-P\xae',on_stopline_traffic_light,
b'\xb6\xe9\x1cZ\xbb\x81_\x16',b'\xc7^\xe2\xdf;\xdcRb',on_stopline_traffic_light,
b'V\xc3&\r\x04\xb1U6',b'!r|\x18\xae\xf2V\xa7',on_stopline_traffic_light,
b'\x1c\xbd\\\xb0\x0f\x08_}',b'\xd0[\xd8\xf6\xcd.Z\x91',on_stopline_traffic_light,
"b'3""\xfa\xbd\xe2!U\x99'",b'\x8b\x83\xdd\x9a\xc8\xe6P\xd9',on_stopline_traffic_light,
b'\xd1LSY\xc8<^\xbb',b'\xd6\xa5N\x9eUFVx',on_stopline_traffic_light,
"b""\x0ch\xf9:'\x8fR\xee""",b'\xdc\xc9bg\xe9\xbbT\xe2',on_stopline_traffic_light,
b'\x9c\xbcK\xea\x1f#W\x95',b'iUn\xea\xf7\x83_\xb8',on_stopline_traffic_light,
b'\xcd\xe8\xb2\xb7@\xbeV\xd8',b'\x85\x03\xb2k2\xa4^I',on_stopline_traffic_light,
b'[\x93\x7fb.dV\xf7',b'9\xbf)\x00/\xeeW\x81',on_stopline_traffic_light,
b'|\xed\xc6\xa2\xac\xbdR\x90',b'b\x8e\xb7\\r\t[Y',on_stopline_traffic_light,
b'\xac~:E\xa6-X\xb3',b'o\xe9\xa3Y\xdfmQ\x16',on_stopline_traffic_light,
b'\xd7\xa3\xe1\xb7L\xd0W\xa1',b'\xc3fq*\xb4\xd0Q\x8c',on_stopline_traffic_light,
b'\x87AC\xb6\xc9\xe2[\xf0',b'\x0f\x8e\x1b\x86\x00\xc1V\xed',on_stopline_traffic_light,
b'\xc0!\xc6e\x17\xcbS\xf0',b'\xdb\xe5\x1e\xa3\xd0\xc3Zx',on_stopline_traffic_light,
b'\xe2eT\x16\xebrT\x14',b'\xfb\x972\x13#\x9fP\x8a',on_stopline_traffic_light,
b'\xbc\xff\xad~\xda\x80\\<',b'J\x0c\xd6\xaa\xbe\xc4TD',on_stopline_traffic_light,
b'\x8a\x93\x88\n\xe4\x85\\\xc8',b'\x01\xe7\x8f\xc1\xc2\xe3Z\x95',on_stopline_traffic_light,
b'\xff\x02\xab*\xac\xc6_\xd5',b'/\x03\x84\xab\xed\xae]R',on_stopline_traffic_light,
b'\x90\t\xce\x00T\xb8W\xfd',b'}\xb7t\x86\x0e\xfb]\xeb',on_stopline_traffic_light,
b'\xb7/X\x01\xa7JY/',b'\x15\x12PH)\xb7W\xaa',on_stopline_traffic_light,
b'\xea\x15\x92lj3S\xcc',b'<\xab3\x03\x08\xe8U\r',on_stopline_traffic_light,
b'\x94B\x86\xcc\xb0\xbbT\x9b',"b'\x0c.\xd2\x85\x93\xddU""'",on_stopline_traffic_light,
b'\xfdgs?(\xea^y',b'\xcc\xde\xf3\\]#Y\xf4',on_stopline_traffic_light,
b'TNF]\x90[P\xbe',b'\x8b\xc6i\x9a\xeb\xf4]\xa2',on_stopline_traffic_light,
b'\xe72I\xb6\xfc\xfaV\x10',b'8N]\xee+\x02^k',on_stopline_traffic_light,
b'\x00\x16\x8d\x1dA%T\x0b',"b""'\x92\xa2\x01\xf3\x9bZW""",on_stopline_traffic_light,
b'\x00\xb5\xac+;}^\x84',b'x!\xbaj\xcdZWP',on_stopline_traffic_light,
b'\x0f/8\xef\x1aFX\xd1',b'-\xc8\xb2\\\xfa\x80_\xfc',on_stopline_traffic_light,
b'\x15I\x96\x998FR\xda',b'4?)\x8as\x83^<',on_stopline_traffic_light,
b'\xe9\xf2\xb0\xb5`xQ!',b'\xc4\xf2\xf1\xf73\x01Y]',on_stopline_traffic_light,
b'\xf4zK\x1d\xfa\xfa_\xc2',b'\x12\xd6m\xa1t\x9bR\x05',on_stopline_traffic_light,
b'6\xac}\x08\x06iXL',b'\xb99\xe3\x08n\x96P7',on_stopline_traffic_light,
"b'\x12\x8d\xcd\xc4\xe6\x9bS,'",b'\x19\xb3\xdfH\x16-_\xf3',on_stopline_traffic_light,
b'\x94|/\xb5\x809^;',b'e\xf5\xf5^\x18\x86Tp',on_stopline_traffic_light,
b'~\xc3`\r\x0e\x8d]\xa5',b'\xd0\xad\xf4\x1d~JZa',on_stopline_traffic_light,
b'\xbfb\xddc\xbd\xb8TP',b'I4\xde\x15\x1d1]\x94',on_stopline_traffic_light,
b'{SpCo\xeeX\xd2',b'\xf5B\xe5\xeb\x88\xa8Xk',on_stopline_traffic_light,
b'\xff\x89\x04f\x05\xe9[\x9a',b'\xfb\xbf9\x12\xc0\xccT\xac',on_stopline_traffic_light,
b'\t\x86\xa7\xfa\x18+_g',b'g`j\xbbs~_j',on_stopline_traffic_light,
b'\xee\xb2\xcd\xa95\xd5Yk',b'c\x16\xab\xc1\x94\xc0[\xed',on_stopline_traffic_light,
b'\x86V\xe0-\xfaI^\xa8',b'\xaaH\xdf y\x19WD',on_stopline_traffic_light,
b'n\xa5\xd5T\x1b\xab]\x06',b'\x94\x91\x144\xa5\xd7^\xea',on_stopline_traffic_light,
b'\xb3\xc9\xfcT\xc6\xd3U\xab',b'T\x88\xb4$\x849^\xd6',on_stopline_traffic_light,
b'\x07\xe9m\xaf\xf5\xb6Sf',b'\x85\xc3\x97\x19\x83\xe6\\\xb1',on_stopline_traffic_light,
b'\xdf\xad*\x01\x89W]\xea',b'\xee\xd8\xaf\x11\xb5\x02U\t',on_stopline_traffic_light,
"b'\xb7\xca\xe5\xa0,^]\x91'",b'\xe9\xeckk\x1b\xdd_<',on_stopline_traffic_light,
b'\x97\xd8u\x0f{\xadV\x7f',b'\x86\x9f4\xeb\xfcVV\xf3',on_stopline_traffic_light,
b'I0W\xf2\xf0b[\x03',b'\x9d\x08\x94\x8fh^\\\xd6',on_stopline_traffic_light,
b'\x8e\xe7\xd4Y\xd5\x85P\xaa',b'\\\x14D\xe2\xa0\x85]\xa1',on_stopline_traffic_light,
b'\x8b\xdbe$\xd4\xf5X\r',b'\x9b\x89\xe2\xf3:\x99VG',on_stopline_traffic_light,
b'\x94s\xd0\x11\xce;^\xd3',b'}\xed\x06\xb6_\xee]\x86',on_stopline_traffic_light,
b'A\x8eh5\x84\nP]',b' \xcc_7K\xf0T\xdb',on_stopline_traffic_light,
b'i\xf4\xfb\x04I\xbd^)',b'\xf7Q\x05\xbd\xb9\x14Q\x9c',on_stopline_traffic_light,
b'\x96\x02At\xb9\xc8R\xbd',b'icY>Z)U\xc2',on_stopline_traffic_light,
b'[$\x05BU\xf8]p',b'\xe8\xa4\xc5\x01\x81#_Y',on_stopline_traffic_light,
b'7\x88\xc5\x0b\x04sX\x90',b'\xfa\x06\xaf\xe1:\xfa\\N',on_stopline_traffic_light,
b'f=\xe3%\x04\xf2Y\x87',b'\x17s\xbd]\xde!V\xca',on_stopline_traffic_light,
b'\xc4\x0cGW\xa6\xfcT\x14',b'\x04\x06S\n\xd4\xf7\\l',on_stopline_traffic_light,
b'\x9b0 \x1d]\xf3T\xbd',b'\xf3@\xa3\xb5\x95_V_',on_stopline_traffic_light,
b'\x1d\xc3z\xd0I\xc4Y\xf2',b'\xb0\xe5\xbcKj\x83X\xc0',on_stopline_traffic_light,
b'\xda\xc3TS\xce\xc0Y\x12',b'\x10\x94\x9c\xb4\xc4\x82S\xc5',on_stopline_traffic_light,
b'\xd1\x9b\x86d\x90\x1b_\xbe',b'D(R;\xe3#Ra',on_stopline_traffic_light,
b'^\t\xd4XD\xd7]\xd4',b'\x1e\xbf\xd9\xa2V\x1dQ\xcd',on_stopline_traffic_light,
b'\xb8\xaaP\xa6\x12\x1fT\xb7',b'\xe0\x9eG9.\x0b[i',on_stopline_traffic_light,
b'b-\x1b \xd8\x9cU`',b'\xf1\xca\xd3s\xeb\x1fXr',on_stopline_traffic_light,
b'|5\xeb\x9b\xde\xdfRp',b'3~\xc6\xe6\xa0cV\x98',on_stopline_traffic_light,
b'\x8c\x1f\x1b\x95\xb7>\\\xa2',b'3M\x885l\x16T/',on_stopline_traffic_light,
b'\x82cH*#\x85S\x8d',b'\x19\xaet\xf4\xb9`[\xf3',on_stopline_traffic_light,
b'\x92\x0f\x05\xe4\x93\xafQ\xdd',b'\xee\xb2%:\xf3QX\xe6',on_stopline_traffic_light,
b'\x05%>\\\x7f>^?',b'\xd9\x94\xc1e#\xa5[&',on_stopline_traffic_light,
b'\x15\x0e\x86\xe6O\xaaZ\xf5',b'k=\ng&\xacR\xb2',on_stopline_traffic_light,
b'.$\x97\x9f\xa3\xb9SR',b'\x8a\xd36\xd31\xa9Y\xf0',on_stopline_traffic_light,
b'\x8c/7\x06\t\xefY\xdd',b'\xc9\x8b\xf9\x89-\xf8PF',on_stopline_traffic_light,
b'\xbb\x08\x9bwz\xadW\x82',b'\xe0`\xf2\xe0\xf2\x8cT\x80',on_stopline_traffic_light,
b'\xeb\xb7G\x05\x8b\xbdX\xea',b'\x84\xa0\xea|\x89{]\xef',on_stopline_traffic_light,
b'8\xb19Q\xeb\xf2[]',b'\xbf\xe6\xda\x19\xa7\xa9Vc',on_stopline_traffic_light,
b'\xd1\x14\x97|\xbd\xb2R\x0f',b'\xc9\x05\xb4S\x08jZg',on_stopline_traffic_light,
b'\x01.\xcb\x15\xcbZW9',b'T$3N\x0f\xb5\\2',on_stopline_traffic_light,
b'0\xa3\xde\xc4\x8c\xaf^\xf0',b'\xd7\xaa\x9bI;\xc6Q\xa7',on_stopline_traffic_light,
b'\x16\xa1\xfb\xebG6[w',b'\x9d\x08\x07\tD\x9e]\x9a',on_stopline_traffic_light,
b'{\t\x05\xed\xb5\xf3V4',b'M\xe4B\xf3M\xf3V\x13',on_stopline_traffic_light,
b'\xb3\xaeO\x1e\xfd\xc7U\xdd',b'\xfc8\x1d\x11GtTQ',on_stopline_traffic_light,
b's\x08<Ce\xa2^)',b'\xdf\xb5\xa2\xb9\xcdn[B',on_stopline_traffic_light,
b'\xdeR\xde&\xa3s^-',b'd\xfe\xfe\xe5a0Z[',on_stopline_traffic_light,
b'\xe2h\x9b\x98\x97\x8b_~',b'h\xf1F\xf3\xa7FWY',on_stopline_traffic_light,
b'.\xf69A\xee\x1fS%',"b""b\x9d\xd3'^\x15YO""",on_stopline_traffic_light,
b'\x19\xf4\xf2\xceh\xd3S!',b'\xbb\xe6 \xfdN\xb9_9',on_stopline_traffic_light,
b'\xc9\xfcY\x87`\xf8YT',"b'\x17\xe4E\xf8""\xf3_\xeb'",on_stopline_traffic_light,
b'\x009\xd9\xe8\x96\xc2_\xde',b'\xbf\t\xa7p\x18\x7fP\x0c',on_stopline_traffic_light,
b'\xf5ok7\n-V\xc7',b'\x1e\x19\x910\x13j^\xfd',on_stopline_traffic_light,
b'/\xdc\r1u\xcbP\xf0',b'\xe7<#}r\xcc^u',on_stopline_traffic_light,
b'\tm\xffx\xc3\xef^?',b'pC\xc7\xbfB\x9eP\x9b',on_stopline_traffic_light,
b'(\xd5\xa5\x82\xaa\x8f\\\xfc',b'\x9a\xc3\xdf\xd5\x17-_E',on_stopline_traffic_light,
b'%\xde\x02\xba\x12\x7f]\x98',b'\xc7\xd4W\x1fJ\xb2_\xdb',on_stopline_traffic_light,
b'\xc5\xaf\xb8\xca\xdc\x81PO',b'P\xd9\x8f\xed\x0f\xfe^\x94',on_stopline_traffic_light,
b'.yx\x87UvU]',b'\x86\xd9i\xffa\xb3W\xce',on_stopline_traffic_light,
b'\x86\xf7Bu\x12\x15]\x8e',b'C\xb4\xde\x8f\xd0/V\xc9',on_stopline_traffic_light,
b'N\xbc{\xcfD\xe5S\xb7',b'\x181\x06\x05\xdd\xb9Y\x84',on_stopline_traffic_light,
b'\xdd\x15\x96E\x8ayY\xa8',b'+A\x9d\xa4\x11\x9f\\\xe9',on_stopline_traffic_light,
b'\x92\xe1\t\x84\xb7/W\x9c',b'O\x8cO\xde\x9f\xccUk',on_stopline_traffic_light,
b'yT\xd5\xc7\xc8\x13]&',b'\xcb\xe3\x9fB\x15\xf1V\xbb',on_stopline_traffic_light,
b'n\xf3%\x83n\x90T\x90',b'e\x1d\xff\xcc\xdaG^\xe2',on_stopline_traffic_light,
b']1\x0b\xd6u\xdeS\x8b',b'/\x0e\xd6\xec7nPa',on_stopline_traffic_light,
b'\x13\xb6\x9bJ:\x8aW\xd0',"b'\xd7\xc2\x08,\x89\x83\\t'",on_stopline_traffic_light,
b'w\xc2\xael\x8f\xb7Z\xe9',b'\xf2\xd0NTv\xdeY\xd0',on_stopline_traffic_light,
b':\xa7}*\xfe\xb7Y\xe3',b'\x05{\xd7\x85\x93ZZ\xa5',on_stopline_traffic_light,
b'3< \x19\x81B]\x88',b'd\xcf\xb2\xcb\x82\xa5S\xd3',on_stopline_traffic_light,
b'\n\x15\xd3\xd8j)VF',b'H\t\xaaf\xa6j^1',on_stopline_traffic_light,
"b'\xd4\x03\x80\xed\xea,Y\xfd'",b'\x9d\x97\x13w\x90\xabV\xc9',on_stopline_traffic_light,
b'CG\x01\x8aVfSP',b'\x08\x7fc\xafc9X\xdb',on_stopline_traffic_light,
b'\xac\xb7:\x84y\xe0Y\xe4',b'\xbaE\xb2\xbcE\xd5P\xf9',on_stopline_traffic_light,
b'\xda\x15\xa2m;\xf6RT',b'\xf4\x1a\xf3\xaddA[\xe0',on_stopline_traffic_light,
b'\xdb\x04\xd7\xb8\xd5l\\*',b'+D\xd5\xf9\x9c)RN',on_stopline_traffic_light,
b'\xeb\x82\xb6\xced\xa2Y\x92',b'\x1f\xe7s\x9f\x9a\xc3^\xea',on_stopline_traffic_light,
b'\x92\xdb\xf0\xcaf\xd5^\xe7',b'^\xbd\x0e\x92\xafzV\x0b',on_stopline_traffic_light,
b'\xfc\xf3k\xd7\x82b\\\x9b',b'\x88\xda\x1a\x838\x89UH',on_stopline_traffic_light,
"b'b\\\xc1PQpW""'",b'\x12\xfa\x8a\xb76\xfeY\x99',on_stopline_traffic_light,
b'\x93\x1c\xdc\x87\x1c\xdaP\xa0',b'\xdb\xa2\xf5aj\xac^\x8b',on_stopline_traffic_light,
b'\r!HS\xf4?W0',b'Z`\x88\x9a\x7f\x9eU9',on_stopline_traffic_light,
b'\xdd0A\xe5\x8e@P)',"b'J\x06\xc4\xbe""\rZ\x90'",on_stopline_traffic_light,
b'Y\xf7\xb6\x0c\xbb\xf2P\x08',b'\xdd<\xea\x8f\x12qV\x12',on_stopline_traffic_light,
b'\xb5>\xd0\xcfdBU7',b'\xfa\x81\xbbRQHR%',on_stopline_traffic_light,
b'Y\xe1\xcfj\xd5\xba]\xd8',b'X\x97J\xc0`\x05P\xa1',on_stopline_traffic_light,
"b'c\xaf)@\x95*X""'",b'\x80X\x179\x9d\xcc_%',on_stopline_traffic_light,
b'\r\xa3\n\xa23\xfdR\xcc',b'Dj\x08\\\xe7\xdb]\x19',on_stopline_traffic_light,
b'\xea\xe2\xa2G\x0e\xccQ\xee',"b""\x7f\xb2]'\x15\xcaS\xad""",on_stopline_traffic_light,
b'm\xe1+{\xd8\xbaU\x82',b'0f\xd0\x08\xef\xd8Ve',on_stopline_traffic_light,
b'7}\x9e\xfd\xf7\xad\\\t',b'5\x80db\xe3$Ry',on_stopline_traffic_light,
b'\xca\xf9\x9f\x95\xb8{SS',b'\xbe\xea\x0b\x9c\xec7Xb',on_stopline_traffic_light,
b'\x0c\xfdO\xfa\x15t[\x8b',b'\xa1B\xcf\xfa\x16\x06U\xfe',on_stopline_traffic_light,
b'\xab\xd936\xe1[X\x18',b'\xac\x9d\x19\xe9:w]2',on_stopline_traffic_light,
b'v\xfd\\\x0f0\xcaWt',b'Z\x14\xb6%hDU\xb9',on_stopline_traffic_light,
b'{\xbai\x083\x1fUd',b'\xed)L{\xa3\xa1^\xad',on_stopline_traffic_light,
b'hZnp\x97\x8fT\x9e',b'P\xd6\xa2\xb8\xddlQ\xd6',on_stopline_traffic_light,
b'\xddF\xfa\xb6\xc3\x8dP\xaa',b'\x8aU\x8d\xeee\xdeSq',on_stopline_traffic_light,
b'\xf1\x15@\x02\x9f\xe4_\xe6',b'\x8a\xa3\x87\x9f\xad&U\xb9',on_stopline_traffic_light,
b'iU\x05_\xf4\xa5V\x95',b'\xeej\xd8d\xcd+TR',on_stopline_traffic_light,
b'H7\xe0R\xe6P]u',b'q\xc9\xcc\xf9A\xa4P\xf9',on_stopline_traffic_light,
b'\xa3\x80Ec\xdf\x16X\x06',b'\xfd\x92\x805\xc9\xc9_1',on_stopline_traffic_light,
b'\xe3\xaa\xa8\xb25\xddQ\x86',b'\xf8\x82\x1b\xafe\xbaP\x0f',on_stopline_traffic_light,
b'\x80\xfd\x03\x150\xeaZl',b'\xf2\xd3\xa4\\\r\x15[\xaf',on_stopline_traffic_light,
b')\x97p\x82#\x13Z+',b'1\x05\x0b\xa2}\xacR}',on_stopline_traffic_light,
b'Tm\xa5TH\x1eU\xcd',b'J\x8d#\xf5\x87\x02Y\xb9',on_stopline_traffic_light,
b'\x15(1\xea\xe9GRE',b'[(\xedk\xed\xd0Sw',on_stopline_traffic_light,
b'\xce\x91\x1dRZ\xbcU+',b'\x18\xa0\x8c\xe0\xa1\x1aU\xd0',on_stopline_traffic_light,
b'\xc9)\xe1\xd2\xb0SX\xd5',b'\xa4\x0eE\xc3{\xfc]\xba',on_stopline_traffic_light,
b'+\xe1HfQ\x80[5',b'\x8c\\\x9b\xa5K\xf9S\x9b',on_stopline_traffic_light,
b'\x16\x15\xbd=\x8e1QD',b'bS\xba\n\xbaOV\x17',on_stopline_traffic_light,
b'\xe0N\x0b+u#WY',"b""\x7f\x10\xcd\x9e'\tU\x85""",on_stopline_traffic_light,
b'p\xad\x16\\\x83K][',b'\xb3\xba~\xc5(\x9dR\x11',on_stopline_traffic_light,
b'cQ0qH\xb0_\xe0',b'F\xba\xa7\xa1\x0e\xe7V&',on_stopline_traffic_light,
b'\x1f\x0f \xc9\xc1^Uz',b'e\x9e\xa0\x18C\xa1T<',on_stopline_traffic_light,
b'\x15~\x82\xee\x8bH^\xa4',"b""\x96'\xb3\xad@\xf1_*""",on_stopline_traffic_light,
b'E#\xeam\xb8\x08W\xdf',"b'V2\xaaJ\x0b\xe4W,'",on_stopline_traffic_light,
b'\x16\x8c\xe2:\xbc_X\x0e',b'\x92jt\x0b\x1b\xcd[\xc0',on_stopline_traffic_light,
b'\xb8\xcb\xdeAs\x85T*',b'\x83\xbd\xca\xd5\xe0\xe4R\xa2',on_stopline_traffic_light,
b'F\x0b\x8a\x90\xf5\xf8U\xde',b'g\xc3\xc1=G\xe5P\xd5',on_stopline_traffic_light,
b'\xd5\xf3P\xf0F?T\x1e',b'%|\xa3=\xdel\\\x17',on_stopline_traffic_light,
